Year,Month,Day,Hour,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Solar Azimuth Angle,Location
2022,2,23,13,21,104,583,302,0,13,302,60.32,70.21,0.2,1016,0.8,8,1.7,220.4961461,Bahrain
2022,2,23,14,19.8,50,240,79,0,13.5,79,67.19,82.91,0.2,1016,0.8,16,1.7,235.9247211,Bahrain
2022,2,23,15,19.3,0,0,0,0,13.5,0,69.34,-9999,0.2,1017,0.8,19,2,250.9378625,Bahrain
2022,2,23,16,19,0,0,0,0,13.5,0,70.32,-9999,0.2,1018,0.9,20,2.3,265.6127858,Bahrain
2022,2,23,17,18.8,0,0,0,0,13.6,0,71.96,-9999,0.2,1018,1,22,2.3,280.073284,Bahrain
2022,2,23,18,18.6,0,0,0,0,13.7,0,73.33,-9999,0.2,1018,1,26,2.2,294.4555456,Bahrain
2022,2,23,19,18.5,0,0,0,0,13.9,0,74.45,-9999,0.2,1018,1.1,30,1.9,308.8790726,Bahrain
2022,2,23,20,18.3,0,0,0,0,14.1,0,76.68,-9999,0.2,1017,1.2,37,1.4,323.4240319,Bahrain
2022,2,23,21,18.1,0,0,0,0,14.5,0,79.32,-9999,0.2,1017,1.3,35,0.9,338.1167788,Bahrain
2022,2,23,22,17.8,0,0,0,0,14.8,0,82.56,-9999,0.2,1017,1.3,343,0.5,352.9273608,Bahrain
2022,2,23,23,17.5,0,0,0,0,15.2,0,86.18,-9999,0.2,1017,1.3,283,0.8,7.782549037,Bahrain
2022,2,24,0,17.2,0,0,0,0,15.5,0,89.78,-9999,0.2,1017,1.4,270,1.3,22.59307939,Bahrain
2022,2,24,1,16.9,0,0,0,0,15.8,0,93.1,-9999,0.2,1017,1.4,267,1.8,37.28664672,Bahrain
2022,2,24,2,16.6,0,0,0,0,15.9,0,95.38,-9999,0.2,1018,1.4,265,2.3,51.83477277,Bahrain
2022,2,24,3,16.6,0,0,0,0,15.7,0,94.49,-9999,0.2,1018,1.4,259,2.6,66.26527712,Bahrain
2022,2,24,4,17.4,74,323,136,0,15.3,136,87.58,78.99,0.2,1019,1.4,254,3.1,80.65923156,Bahrain
2022,2,24,5,18.2,124,587,359,0,14.2,359,77.74,66.41,0.2,1019,1.4,252,2.9,95.13601585,Bahrain
2022,2,24,6,20,155,711,566,0,12,566,59.85,54.7,0.2,1019,1.5,251,2.1,109.8302617,Bahrain
2022,2,24,7,21,177,772,726,0,12.2,726,57.1,44.66,0.2,1019,1.5,259,1.5,124.8624653,Bahrain
2022,2,24,8,21.6,195,792,822,0,11.9,822,54.19,37.69,0.2,1018,1.6,268,1,140.304855,Bahrain
2022,2,24,9,22.4,220,763,840,0,9.8,840,44.75,35.64,0.2,1018,1.6,278,0.7,156.1485931,Bahrain
2022,2,24,10,22.8,217,742,791,1,8.7,791,40.51,39.31,0.2,1017,1.6,306,0.3,172.286372,Bahrain
2022,2,24,11,23,204,690,671,1,8.7,671,40.14,47.37,0.2,1016,1.6,47,0.3,188.5274955,Bahrain
2022,2,24,12,22.8,181,593,495,1,9.4,495,42.6,58.02,0.2,1016,1.5,77,0.5,204.6496236,Bahrain
2022,2,24,13,22.1,138,415,280,1,11.1,280,49.54,70.04,0.2,1016,1.5,88,0.7,220.4663502,Bahrain
2022,2,24,14,21,56,107,69,1,12.4,69,58.08,82.77,0.2,1016,1.5,88,0.9,235.876952,Bahrain
2022,2,24,15,20.4,0,0,0,0,13,0,62.47,-9999,0.2,1016,1.5,94,1.1,250.8790385,Bahrain
2022,2,24,16,20.1,0,0,0,0,13.1,0,64.23,-9999,0.2,1017,1.6,103,1.3,265.5496596,Bahrain
2022,2,24,17,19.9,0,0,0,0,12.9,0,63.93,-9999,0.2,1017,1.6,112,1.7,280.0121503,Bahrain
2022,2,24,18,19.7,0,0,0,0,12.6,0,63.7,-9999,0.2,1017,1.6,120,2.3,294.4022398,Bahrain
2022,2,24,19,19.4,0,0,0,0,12.8,0,65.77,-9999,0.2,1016,1.6,127,2.9,308.8390037,Bahrain
2022,2,24,20,19,0,0,0,0,13.4,0,70.16,-9999,0.2,1016,1.6,135,3.6,323.4020583,Bahrain
2022,2,24,21,18.6,0,0,0,0,14.3,0,75.95,-9999,0.2,1015,1.6,143,4,338.1168558,Bahrain
2022,2,24,22,18.2,0,0,0,0,15,0,81.76,-9999,0.2,1015,1.6,151,4,352.9520408,Bahrain
2022,2,24,23,17.9,0,0,0,1,15.5,0,85.81,-9999,0.2,1015,1.5,160,3.6,7.832555128,Bahrain
2022,2,25,0,17.6,0,0,0,1,15.7,0,88.36,-9999,0.2,1015,1.5,174,2.8,22.66719122,Bahrain
2022,2,25,1,17.3,0,0,0,1,15.6,0,89.72,-9999,0.2,1016,1.5,193,2.2,37.38198251,Bahrain
2022,2,25,2,17.1,0,0,0,3,15.4,0,89.45,-9999,0.2,1016,1.5,206,1.9,51.94732137,Bahrain
2022,2,25,3,17.1,0,0,0,3,15.1,0,87.79,-9999,0.2,1017,1.4,212,1.9,66.39041529,Bahrain
2022,2,25,4,17.7,83,258,133,3,14.7,124,82.42,78.78,0.2,1018,1.4,213,2.2,80.79202029,Bahrain
2022,2,25,5,18.5,143,530,357,0,13.9,357,74.64,66.17,0.2,1018,1.3,203,2.2,95.27122235,Bahrain
2022,2,25,6,19.8,190,637,561,0,12.9,561,64.34,54.43,0.2,1018,1.3,187,2.5,109.9621989,Bahrain
2022,2,25,7,21.1,210,719,724,1,12.4,724,57.74,44.34,0.2,1017,1.2,181,2.8,124.9848491,Bahrain
2022,2,25,8,22,221,758,824,1,13,824,56.65,37.32,0.2,1016,1.2,178,2.3,140.4109526,Bahrain
2022,2,25,9,22.6,206,798,858,1,13.2,858,55.41,35.27,0.2,1015,1.2,171,1.8,156.2319122,Bahrain
2022,2,25,10,23,199,786,810,1,12.7,810,52.26,38.99,0.2,1014,1.2,158,1.8,172.3418983,Bahrain
2022,2,25,11,23.3,185,746,692,1,12.5,692,50.58,47.12,0.2,1014,1.2,146,2,188.5530256,Bahrain
2022,2,25,12,23.3,157,671,515,1,12.5,515,50.81,57.81,0.2,1013,1.2,140,2.2,204.6464404,Bahrain
2022,2,25,13,22.8,115,524,295,1,13,295,54.07,69.88,0.2,1013,1.3,133,2.2,220.4388134,Bahrain
2022,2,25,14,22,53,206,80,1,13.4,80,58,82.63,0.2,1013,1.2,129,2.6,235.8313161,Bahrain
2022,2,25,15,21.7,0,0,0,0,13.5,0,59.48,-9999,0.2,1013,1.2,130,3.4,250.8222155,Bahrain
2022,2,25,16,21.5,0,0,0,1,13.6,0,60.78,-9999,0.2,1013,1.2,134,4.5,265.4884233,Bahrain
2022,2,25,17,20.9,0,0,0,1,14,0,64.56,-9999,0.2,1013,1.2,140,5.5,279.9528384,Bahrain
2022,2,25,18,20.1,0,0,0,1,14.6,0,70.49,-9999,0.2,1013,1.2,145,5.8,294.3507465,Bahrain
2022,2,25,19,19.4,0,0,0,1,15,0,75.81,-9999,0.2,1013,1.2,148,5.6,308.8008046,Bahrain
2022,2,25,20,19,0,0,0,3,15.4,0,79.4,-9999,0.2,1012,1.2,149,5.5,323.3820765,Bahrain
2022,2,25,21,18.5,0,0,0,1,15.7,0,83.91,-9999,0.2,1012,1.1,150,5.3,338.1190975,Bahrain
2022,2,25,22,18.1,0,0,0,1,16.1,0,88.21,-9999,0.2,1011,1.1,153,4.9,352.9790835,Bahrain
2022,2,25,23,17.7,0,0,0,0,16.5,0,92.86,-9999,0.2,1011,1,158,4.2,7.88511265,Bahrain
2022,2,26,0,17.3,0,0,0,3,16.9,0,97.42,-9999,0.2,1011,1,169,3.2,22.74400261,Bahrain
2022,2,26,1,17.3,0,0,0,5,17,0,98.04,-9999,0.2,1012,1,182,2.3,37.48010595,Bahrain
2022,2,26,2,17.4,0,0,0,1,16.9,0,96.79,-9999,0.2,1013,1,183,1.8,52.06268248,Bahrain
2022,2,26,3,17.6,0,0,0,1,16.7,0,94.73,-9999,0.2,1014,1.2,170,1.6,66.51833727,Bahrain
2022,2,26,4,18.3,90,223,134,0,16.6,134,89.59,78.57,0.2,1014,1.3,158,1.9,80.92752655,Bahrain
2022,2,26,5,19.2,163,458,350,0,15.9,350,80.98,65.93,0.2,1015,1.4,150,2.5,95.40905946,Bahrain
2022,2,26,6,20.3,211,582,552,0,15.5,552,73.82,54.15,0.2,1015,1.5,147,3.1,110.0966748,Bahrain
2022,2,26,7,21.4,243,649,710,0,15.4,710,68.51,44.02,0.2,1014,1.5,148,3.4,125.1096895,Bahrain
2022,2,26,8,22.3,266,671,803,1,15.1,803,63.92,36.96,0.2,1013,1.6,156,3.3,140.5194461,Bahrain
2022,2,26,9,23.3,320,595,808,1,14.3,808,57.08,34.9,0.2,1012,1.7,164,3.1,156.3175934,Bahrain
2022,2,26,10,24.1,325,548,753,1,13.4,753,51.36,38.67,0.2,1011,1.8,169,2.8,172.3997724,Bahrain
2022,2,26,11,24.7,313,463,629,1,12.7,629,47.06,46.86,0.2,1011,1.9,168,2.5,188.5808868,Bahrain
2022,2,26,12,25,271,340,453,1,12.2,453,44.76,57.61,0.2,1011,2,163,2.3,204.6455438,Bahrain
2022,2,26,13,24.4,187,169,246,1,12.7,246,48.03,69.71,0.2,1011,2.1,152,2.1,220.4134787,Bahrain
2022,2,26,14,23.5,45,11,46,1,13,46,51.6,82.49,0.2,1011,2.2,147,2.4,235.7877661,Bahrain
2022,2,26,15,23.1,0,0,0,0,13.2,0,53.79,-9999,0.2,1012,2.2,150,2.9,250.7673537,Bahrain
2022,2,26,16,22.7,0,0,0,0,13.4,0,55.84,-9999,0.2,1012,2.2,161,3.1,265.4290413,Bahrain
2022,2,26,17,22.1,0,0,0,0,13.8,0,59.25,-9999,0.2,1013,2.1,174,3,279.895315,Bahrain
2022,2,26,18,21.6,0,0,0,1,14,0,62.09,-9999,0.2,1013,2.1,195,2.7,294.3010325,Bahrain
2022,2,26,19,21.1,0,0,0,1,14.1,0,64.16,-9999,0.2,1013,2.1,220,2.3,308.7644404,Bahrain
2022,2,26,20,20.7,0,0,0,4,14.1,0,65.74,-9999,0.2,1013,2.1,249,2.1,323.3640489,Bahrain
2022,2,26,21,20.4,0,0,0,3,14.1,0,67.03,-9999,0.2,1013,2.1,287,2.5,338.1234629,Bahrain
2022,2,26,22,20.1,0,0,0,1,14.3,0,69.18,-9999,0.2,1013,2.1,311,3.8,353.0084431,Bahrain
2022,2,26,23,19.7,0,0,0,1,15.2,0,75.37,-9999,0.2,1013,2.1,321,5.2,7.940170764,Bahrain
2022,2,27,0,19.3,0,0,0,3,16.3,0,82.74,-9999,0.2,1014,2.1,326,6.3,22.8234568,Bahrain
2022,2,27,1,19,0,0,0,1,16.7,0,86.69,-9999,0.2,1014,2.1,329,6.7,37.5809538,Bahrain
2022,2,27,2,18.9,0,0,0,1,16.7,0,86.95,-9999,0.2,1015,2.1,331,6.5,52.1807862,Bahrain
2022,2,27,3,19.1,0,0,0,1,16.5,0,85.11,-9999,0.2,1016,2.1,332,6.5,66.64896679,Bahrain
2022,2,27,4,19.7,92,35,99,1,16.4,99,81.44,78.35,0.2,1017,2,333,6.8,81.06566834,Bahrain
2022,2,27,5,20.5,227,200,309,0,16.2,309,76.59,65.69,0.2,1018,2,339,7.2,95.54944042,Bahrain
2022,2,27,6,21.2,247,483,532,0,15.9,532,71.91,53.88,0.2,1018,2,343,7.3,110.2335994,Bahrain
2022,2,27,7,21.8,275,575,691,1,15.4,691,66.85,43.7,0.2,1018,2,344,7.2,125.2368944,Bahrain
2022,2,27,8,22.2,287,626,790,0,14.6,790,62.05,36.59,0.2,1018,2,344,7.2,140.6302437,Bahrain
2022,2,27,9,22.4,282,651,819,0,13.8,819,58.13,34.53,0.2,1017,2,345,7.3,156.4055481,Bahrain
2022,2,27,10,22.4,263,655,777,1,13.1,777,55.71,38.35,0.2,1017,1.9,346,7.3,172.4599118,Bahrain
2022,2,27,11,22.2,233,630,666,1,12.8,666,55.14,46.61,0.2,1016,1.8,348,7.3,188.611005,Bahrain
2022,2,27,12,21.8,194,558,495,1,12.8,495,56.62,57.41,0.2,1017,1.7,350,7.1,204.6468701,Bahrain
2022,2,27,13,21.2,142,407,285,1,13.2,285,60.12,69.55,0.2,1017,1.6,352,6.8,220.3902927,Bahrain
2022,2,27,14,20.3,60,115,76,1,13.7,76,65.77,82.35,0.2,1017,1.4,354,6.1,235.7462579,Bahrain
2022,2,27,15,19.8,0,0,0,0,14.1,0,69.7,-9999,0.2,1018,1.3,355,5.5,250.714416,Bahrain
2022,2,27,16,19.5,0,0,0,0,14.2,0,71.47,-9999,0.2,1019,1.2,354,5.1,265.3714814,Bahrain
2022,2,27,17,19.3,0,0,0,1,14,0,71.56,-9999,0.2,1019,1.2,351,4.6,279.8395496,Bahrain
2022,2,27,18,19.2,0,0,0,0,13.8,0,71.07,-9999,0.2,1019,1.1,346,4.3,294.2530673,Bahrain
2022,2,27,19,19.1,0,0,0,1,13.7,0,70.98,-9999,0.2,1018,1.1,339,4.2,308.7298791,Bahrain
2022,2,27,20,18.9,0,0,0,1,13.6,0,71.52,-9999,0.2,1018,1,330,4.3,323.3479405,Bahrain
2022,2,27,21,18.7,0,0,0,1,13.6,0,72.45,-9999,0.2,1018,1,324,4.6,338.1299131,Bahrain
2022,2,27,22,18.4,0,0,0,1,13.8,0,74.5,-9999,0.2,1017,1.1,320,5.1,353.0400767,Bahrain
2022,2,27,23,18.2,0,0,0,1,14,0,76.39,-9999,0.2,1017,1.1,320,5.6,7.997681243,Bahrain
2022,2,28,0,18.1,0,0,0,1,14.2,0,77.99,-9999,0.2,1017,1.2,321,5.8,22.90549955,Bahrain
2022,2,28,1,17.9,0,0,0,0,14.5,0,80.31,-9999,0.2,1017,1.2,323,6,37.68446527,Bahrain
2022,2,28,2,17.8,0,0,0,0,14.7,0,81.96,-9999,0.2,1018,1.3,326,6,52.30156509,Bahrain
2022,2,28,3,18.2,0,0,0,1,14.8,0,80.58,-9999,0.2,1018,1.3,328,6,66.78223009,Bahrain
2022,2,28,4,19,79,330,147,0,14.8,147,76.69,78.13,0.2,1019,1.4,328,6.1,81.20636631,Bahrain
2022,2,28,5,20.1,130,582,372,0,14.3,372,69.43,65.44,0.2,1019,1.5,332,6.3,95.69228132,Bahrain
2022,2,28,6,21.2,156,720,583,0,13.6,583,61.99,53.59,0.2,1019,1.5,338,6.4,110.3728854,Bahrain
2022,2,28,7,21.8,170,793,747,1,13,747,57.26,43.37,0.2,1019,1.5,338,5.8,125.366375,Bahrain
2022,2,28,8,22.1,176,833,848,2,12.6,664,54.86,36.22,0.2,1019,1.5,336,5.3,140.7432575,Bahrain
2022,2,28,9,22.3,171,857,880,1,12.5,880,53.89,34.16,0.2,1018,1.4,337,5.1,156.4956915,Bahrain
2022,2,28,10,22.3,165,848,833,1,12.5,833,53.93,38.03,0.2,1018,1.3,338,5.1,172.5222372,Bahrain
2022,2,28,11,22.2,155,806,711,1,12.5,711,54.34,46.35,0.2,1017,1.3,342,5.2,188.6433094,Bahrain
2022,2,28,12,21.9,139,721,529,1,12.6,529,55.37,57.21,0.2,1017,1.3,345,5.2,204.650358,Bahrain
2022,2,28,13,21.4,107,573,309,0,12.7,309,57.57,69.39,0.2,1018,1.3,349,5.2,220.3692045,Bahrain
2022,2,28,14,20.3,54,248,87,1,13.1,87,63.43,82.22,0.2,1018,1.3,354,5,235.7067496,Bahrain
2022,2,28,15,19.7,0,0,0,0,13.5,0,67.31,-9999,0.2,1019,1.3,357,5,250.6633673,Bahrain
2022,2,28,16,19.3,0,0,0,0,13.3,0,68.36,-9999,0.2,1019,1.3,357,5,265.3157126,Bahrain
2022,2,28,17,19,0,0,0,0,13.3,0,69.63,-9999,0.2,1020,1.4,355,4.7,279.7855135,Bahrain
2022,2,28,18,18.8,0,0,0,0,13.2,0,69.81,-9999,0.2,1019,1.4,353,4.4,294.2068221,Bahrain
2022,2,28,19,18.7,0,0,0,0,13.1,0,69.97,-9999,0.2,1019,1.4,349,4.1,308.69709,Bahrain
2022,2,28,20,18.5,0,0,0,0,13.2,0,71.08,-9999,0.2,1019,1.5,342,4.1,323.3337181,Bahrain
2022,2,28,21,18.4,0,0,0,0,13.3,0,72.03,-9999,0.2,1018,1.5,335,4.2,338.1384114,Bahrain
2022,2,28,22,18.3,0,0,0,0,13.4,0,73.12,-9999,0.2,1018,1.4,330,4.4,353.0739429,Bahrain
2022,2,28,23,18.2,0,0,0,0,13.6,0,74.52,-9999,0.2,1018,1.3,326,4.4,8.057597449,Bahrain
2022,3,1,0,18,0,0,0,0,13.8,0,76.42,-9999,0.2,1018,1.3,322,4.3,22.9900782,Bahrain
2022,3,1,1,17.9,0,0,0,0,14.1,0,78.47,-9999,0.2,1019,1.2,317,4.3,37.79058117,Bahrain
2022,3,1,2,17.6,0,0,0,0,14.6,0,82.75,-9999,0.2,1019,1.2,309,4.5,52.42495333,Bahrain
2022,3,1,3,17.6,0,0,0,0,15.2,0,85.98,-9999,0.2,1020,1.1,300,4.7,66.91805511,Bahrain
2022,3,1,4,18.1,93,244,144,0,15.4,144,84.34,77.91,0.2,1020,1.1,293,5,81.34954292,Bahrain
2022,3,1,5,19,155,513,371,0,15.1,371,77.89,65.2,0.2,1021,1,294,4.8,95.83750018,Bahrain
2022,3,1,6,20.8,151,752,601,0,13,601,61.14,53.31,0.2,1021,1,311,5.1,110.5144478,Bahrain
2022,3,1,7,21.8,167,825,770,0,12.1,770,54.06,43.04,0.2,1021,0.9,319,4.8,125.4980451,Bahrain
2022,3,1,8,22.3,177,854,870,0,11.9,870,51.85,35.84,0.2,1020,0.9,320,4.4,140.8584015,Bahrain
2022,3,1,9,22.5,200,827,887,0,11.9,887,51.27,33.78,0.2,1019,0.9,323,4.4,156.5879406,Bahrain
2022,3,1,10,22.6,197,807,835,0,12.1,835,51.39,37.7,0.2,1019,0.9,331,4.6,172.5866715,Bahrain
2022,3,1,11,22.5,186,760,712,0,12.3,712,52.37,46.1,0.2,1018,0.9,339,4.7,188.6777306,Bahrain
2022,3,1,12,22.2,162,677,530,0,12.4,530,53.93,57.01,0.2,1018,0.9,344,4.4,204.6559478,Bahrain
2022,3,1,13,21.6,124,521,308,1,12.6,308,56.54,69.23,0.2,1018,0.9,346,3.9,220.3501639,Bahrain
2022,3,1,14,20.4,59,200,86,1,12.7,86,61.38,82.08,0.2,1019,1,349,3.7,235.6691996,Bahrain
2022,3,1,15,19.8,0,0,0,0,12.9,0,64.28,-9999,0.2,1019,1,351,4,250.6141729,Bahrain
2022,3,1,16,19.4,0,0,0,0,13,0,66.46,-9999,0.2,1019,0.9,354,4,265.2617045,Bahrain
2022,3,1,17,19.1,0,0,0,0,13,0,67.59,-9999,0.2,1019,0.9,355,3.7,279.7331782,Bahrain
2022,3,1,18,18.8,0,0,0,0,12.9,0,68.52,-9999,0.2,1019,0.9,354,3.5,294.1622681,Bahrain
2022,3,1,19,18.7,0,0,0,0,12.9,0,68.93,-9999,0.2,1018,0.9,351,3.4,308.666043,Bahrain
2022,3,1,20,18.6,0,0,0,0,12.9,0,69.53,-9999,0.2,1018,0.9,344,3.4,323.3213485,Bahrain
2022,3,1,21,18.4,0,0,0,0,13,0,70.81,-9999,0.2,1018,0.9,335,3.4,338.1489209,Bahrain
2022,3,1,22,18.2,0,0,0,0,13.1,0,72.3,-9999,0.2,1017,0.9,327,3.4,353.1100005,Bahrain
2022,3,1,23,18,0,0,0,0,13.2,0,73.69,-9999,0.2,1017,1,319,3.2,8.119873003,Bahrain
2022,3,2,0,17.7,0,0,0,0,13.3,0,75.67,-9999,0.23,1017,1,309,3.1,23.07714038,Bahrain
2022,3,2,1,17.4,0,0,0,0,13.7,0,78.77,-9999,0.23,1018,1.1,298,3.4,37.89924263,Bahrain
2022,3,2,2,17,0,0,0,0,14.1,0,82.96,-9999,0.23,1019,1.2,291,3.9,52.55088551,Bahrain
2022,3,2,3,17.2,0,0,0,0,14.1,0,81.95,-9999,0.23,1020,1.3,286,4.3,67.05637031,Bahrain
2022,3,2,4,18,103,179,141,0,13.7,141,75.79,77.68,0.23,1020,1.3,282,4.7,81.49512127,Bahrain
2022,3,2,5,19.1,189,396,357,0,12.3,357,64.75,64.95,0.23,1020,1.4,282,4.3,95.9850158,Bahrain
2022,3,2,6,20.7,255,502,557,0,10.6,557,52.5,53.03,0.23,1020,1.4,289,3.6,110.6582023,Bahrain
2022,3,2,7,21.6,282,592,717,0,11.4,717,52.25,42.71,0.23,1019,1.5,296,2.7,125.6318189,Bahrain
2022,3,2,8,22.3,296,638,816,0,11.7,816,51.13,35.47,0.23,1018,1.5,308,2.5,140.9755909,Bahrain
2022,3,2,9,22.8,301,643,838,0,11.6,838,49.35,33.4,0.23,1018,1.6,322,2.4,156.6822136,Bahrain
2022,3,2,10,23,298,614,786,1,11.6,786,48.59,37.38,0.23,1017,1.6,337,2.3,172.653138,Bahrain
2022,3,2,11,23,283,545,662,1,11.7,662,49.07,45.85,0.23,1016,1.7,350,2.3,188.7141995,Bahrain
2022,3,2,12,22.7,262,390,476,1,12.1,476,51.28,56.82,0.23,1016,1.8,1,2.4,204.6635793,Bahrain
2022,3,2,13,21.9,185,230,267,1,13,267,56.83,69.07,0.23,1017,1.8,16,2.4,220.33312,Bahrain
2022,3,2,14,20.7,58,31,63,1,13.4,63,62.95,81.95,0.23,1017,1.8,29,2.6,235.6335655,Bahrain
2022,3,2,15,20.2,0,0,0,0,13.3,0,64.58,-9999,0.23,1017,1.8,40,2.9,250.5667968,Bahrain
2022,3,2,16,19.9,0,0,0,0,13.5,0,66.66,-9999,0.23,1018,1.8,49,2.8,265.2094254,Bahrain
2022,3,2,17,19.8,0,0,0,0,13.6,0,67.67,-9999,0.23,1018,1.8,56,2.4,279.6825136,Bahrain
2022,3,2,18,19.7,0,0,0,0,13.7,0,68.44,-9999,0.23,1017,1.7,68,2,294.1193754,Bahrain
2022,3,2,19,19.8,0,0,0,0,13.9,0,68.6,-9999,0.23,1017,1.7,88,1.5,308.6367063,Bahrain
2022,3,2,20,19.9,0,0,0,0,13.8,0,67.88,-9999,0.23,1016,1.7,117,1.2,323.3107973,Bahrain
2022,3,2,21,19.8,0,0,0,0,13.5,0,67.01,-9999,0.23,1016,1.7,153,1.5,338.1614037,Bahrain
2022,3,2,22,19.4,0,0,0,1,12.9,0,66.23,-9999,0.23,1015,1.7,181,2.2,353.1482072,Bahrain
2022,3,2,23,19,0,0,0,1,13.1,0,68.8,-9999,0.23,1015,1.7,196,2.9,8.184460375,Bahrain
2022,3,3,0,18.6,0,0,0,1,13.8,0,73.69,-9999,0.23,1015,1.7,206,3.4,23.16663263,Bahrain
2022,3,3,1,18.2,0,0,0,1,14.2,0,77.28,-9999,0.23,1015,1.7,213,3.6,38.01038976,Bahrain
2022,3,3,2,18,0,0,0,1,14.1,0,78.2,-9999,0.23,1016,1.7,217,3.6,52.6792953,Bahrain
2022,3,3,3,18.3,0,0,0,1,13.9,0,75.63,-9999,0.23,1017,1.7,218,3.4,67.19710333,Bahrain
2022,3,3,4,19.1,108,123,135,1,13.6,135,70.34,77.46,0.23,1017,1.7,216,3.3,81.64302377,Bahrain
2022,3,3,5,19.9,204,344,351,1,13.3,351,65.65,64.69,0.23,1017,1.7,211,2.7,96.13474645,Bahrain
2022,3,3,6,21,273,455,549,1,14,549,64.42,52.74,0.23,1017,1.7,193,2,110.8040645,Bahrain
2022,3,3,7,22.2,309,540,708,1,14.3,708,60.87,42.37,0.23,1017,1.7,179,2.2,125.7676107,Bahrain
2022,3,3,8,23.4,329,583,806,1,13.9,806,55.1,35.09,0.23,1016,1.6,179,2.1,141.0947404,Bahrain
2022,3,3,9,24.8,295,655,845,1,12.7,845,47,33.03,0.23,1015,1.6,175,2,156.7784279,Bahrain
2022,3,3,10,25.8,295,622,792,1,11.9,792,41.83,37.06,0.23,1014,1.6,162,2,172.7215593,Bahrain
2022,3,3,11,26,282,553,669,1,11.7,669,40.94,45.6,0.23,1013,1.6,144,2.1,188.7526459,Bahrain
2022,3,3,12,25.8,248,439,489,1,12,489,42.23,56.63,0.23,1013,1.6,128,2.2,204.6731907,Bahrain
2022,3,3,13,24.8,181,264,276,8,13,264,47.87,68.91,0.23,1013,1.6,116,2.5,220.3180202,Bahrain
2022,3,3,14,23.6,62,36,67,8,13.7,67,53.7,81.82,0.23,1014,1.6,118,3,235.5998027,Bahrain
2022,3,3,15,23.2,0,0,0,8,14.1,0,56.52,-9999,0.23,1014,1.6,128,3.9,250.5212006,Bahrain
2022,3,3,16,22.8,0,0,0,3,14.3,0,58.81,-9999,0.23,1014,1.5,140,4.9,265.158841,Bahrain
2022,3,3,17,22.3,0,0,0,3,14.3,0,60.61,-9999,0.23,1014,1.5,149,6,279.6334875,Bahrain
2022,3,3,18,21.7,0,0,0,8,14.3,0,62.83,-9999,0.23,1014,1.5,156,6.8,294.0781115,Bahrain
2022,3,3,19,21.1,0,0,0,8,14.4,0,65.66,-9999,0.23,1013,1.5,162,7,308.6090459,Bahrain
2022,3,3,20,20.6,0,0,0,8,14.6,0,68.32,-9999,0.23,1013,1.4,168,7,323.3020278,Bahrain
2022,3,3,21,20.3,0,0,0,7,14.7,0,70.23,-9999,0.23,1012,1.4,172,7.2,338.1758194,Bahrain
2022,3,3,22,20,0,0,0,8,14.9,0,72.47,-9999,0.23,1011,1.4,172,7.1,353.1885181,Bahrain
2022,3,3,23,19.8,0,0,0,8,15.1,0,74.13,-9999,0.23,1011,1.3,173,6.8,8.251309596,Bahrain
2022,3,4,0,19.6,0,0,0,7,15.1,0,75.28,-9999,0.23,1011,1.3,175,6.6,23.25849909,Bahrain
2022,3,4,1,19.4,0,0,0,8,15,0,75.93,-9999,0.23,1011,1.3,175,6.4,38.1239604,Bahrain
2022,3,4,2,19.3,0,0,0,8,14.9,0,75.6,-9999,0.23,1012,1.4,172,6.3,52.8101142,Bahrain
2022,3,4,3,19.2,0,0,0,7,14.7,0,75.24,-9999,0.23,1012,1.5,169,6.3,67.34017978,Bahrain
2022,3,4,4,19.4,112,114,137,7,14.6,89,73.88,77.23,0.23,1013,1.5,168,5.7,81.79317095,Bahrain
2022,3,4,5,19.8,217,311,352,7,14.5,332,71.51,64.44,0.23,1014,1.5,170,4.6,96.28660858,Bahrain
2022,3,4,6,20.7,266,483,560,7,14.6,486,67.93,52.45,0.23,1015,1.5,168,3.6,110.9519478,Bahrain
2022,3,4,7,21.6,301,566,722,7,14.9,702,65.88,42.04,0.23,1014,1.4,172,2.9,125.9053328,Bahrain
2022,3,4,8,22.8,332,587,815,7,13.9,755,57.08,34.71,0.23,1014,1.4,191,2.6,141.2157629,Bahrain
2022,3,4,9,23.7,354,569,833,7,12.5,779,49.46,32.65,0.23,1013,1.4,213,2.3,156.8764991,Bahrain
2022,3,4,10,24.3,366,512,776,7,11.6,689,44.86,36.75,0.23,1012,1.4,242,2,172.7918557,Bahrain
2022,3,4,11,24.2,361,403,645,7,11.6,581,45.12,45.36,0.23,1012,1.5,281,2.1,188.7929968,Bahrain
2022,3,4,12,23.3,323,236,454,8,12.2,454,49.72,56.43,0.23,1012,1.7,315,3.1,204.6847177,Bahrain
2022,3,4,13,22,203,61,225,7,13,163,56.71,68.76,0.23,1013,2,329,5.4,220.3048086,Bahrain
2022,3,4,14,20.8,21,0,21,7,14.4,9,66.65,81.69,0.23,1013,2.3,335,6.6,235.5678633,Bahrain
2022,3,4,15,20.1,0,0,0,6,15.5,0,74.89,-9999,0.23,1014,2.7,339,6.5,250.4773428,Bahrain
2022,3,4,16,19.8,0,0,0,7,16.1,0,79.22,-9999,0.23,1015,3,342,6.2,265.1099137,Bahrain
