Year,Month,Day,Hour,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Solar Azimuth Angle,Location
2022,1,1,0,19.1,0,0,0,0,16.5,0,84.99,-9999,0.2,1018,3.4,26,3.4,23.53310042,Bahrain
2022,1,1,1,18.9,0,0,0,1,16.7,0,87.25,-9999,0.2,1019,3.4,21,3.8,37.41497622,Bahrain
2022,1,1,2,18.8,0,0,0,0,16.9,0,88.83,-9999,0.2,1019,3.3,24,4.1,51.28326306,Bahrain
2022,1,1,3,18.8,0,0,0,0,17,0,89.46,-9999,0.2,1020,3.2,29,4.2,65.20255238,Bahrain
2022,1,1,4,19.3,46,54,52,0,17.1,52,87.16,83.78,0.2,1021,3.2,35,4.5,79.28323861,Bahrain
2022,1,1,5,19.7,134,308,226,1,17.1,226,84.89,72.62,0.2,1021,3.1,44,4.6,93.67337313,Bahrain
2022,1,1,6,20.2,166,515,402,3,17.1,150,82.4,62.74,0.2,1021,3.2,55,4.8,108.5398988,Bahrain
2022,1,1,7,20.5,192,596,535,3,17.2,58,81.33,54.91,0.2,1020,3.2,64,5.2,124.0355735,Bahrain
2022,1,1,8,20.7,214,613,607,8,17.3,65,81.03,50.15,0.2,1018,3.4,71,5.2,140.2483962,Bahrain
2022,1,1,9,20.6,206,636,620,4,17.5,86,82.5,49.35,0.2,1018,3.7,74,4.8,157.140608,Bahrain
2022,1,1,10,20.5,207,584,561,3,17.7,415,84.02,52.69,0.2,1017,3.9,79,4.9,174.5069126,Bahrain
2022,1,1,11,20.3,193,496,445,3,17.9,62,86.26,59.48,0.2,1017,4,87,4.8,191.9972848,Bahrain
2022,1,1,12,20.3,156,360,287,3,18.1,29,87.16,68.69,0.2,1016,3.9,90,4.8,209.220008,Bahrain
2022,1,1,13,20.2,85,150,112,8,18.3,53,88.57,79.45,0.2,1016,3.8,93,4.8,225.871262,Bahrain
2022,1,1,14,20.1,0,0,0,7,18.4,0,89.82,-9999,0.2,1016,3.7,98,5.1,241.8104767,Bahrain
2022,1,1,15,20,0,0,0,7,18.5,0,90.99,-9999,0.2,1016,3.7,99,5.5,257.0541119,Bahrain
2022,1,1,16,20,0,0,0,7,18.6,0,91.48,-9999,0.2,1016,3.7,96,5,271.7216006,Bahrain
2022,1,1,17,19.9,0,0,0,5,18.7,0,92.84,-9999,0.2,1016,3.7,94,5.4,285.9762023,Bahrain
2022,1,1,18,20,0,0,0,7,19,0,93.76,-9999,0.2,1015,3.9,97,5.6,299.9810155,Bahrain
2022,1,1,19,20,0,0,0,7,19.3,0,95.58,-9999,0.2,1015,4.2,98,4.8,313.8717925,Bahrain
2022,1,1,20,20.1,0,0,0,7,19.5,0,96.28,-9999,0.2,1014,4.3,97,4.6,327.742429,Bahrain
2022,1,1,21,20.2,0,0,0,6,19.6,0,96.45,-9999,0.2,1013,4.3,104,4.9,341.640301,Bahrain
2022,1,1,22,20.2,0,0,0,6,19.7,0,96.94,-9999,0.2,1013,4.1,110,5.5,355.5709397,Bahrain
2022,1,1,23,20.2,0,0,0,6,19.7,0,97.24,-9999,0.2,1012,4,116,5.9,9.511852287,Bahrain
2022,1,2,0,20.2,0,0,0,7,19.8,0,97.59,-9999,0.2,1011,3.9,122,6.3,23.4332269,Bahrain
2022,1,2,1,20.2,0,0,0,5,19.9,0,97.96,-9999,0.2,1011,3.9,125,6.2,37.32055046,Bahrain
2022,1,2,2,20.3,0,0,0,4,19.9,0,97.29,-9999,0.2,1011,4.1,130,5.9,51.19327426,Bahrain
2022,1,2,3,20.4,0,0,0,4,19.8,0,96.43,-9999,0.2,1011,4,135,5.9,65.1154338,Bahrain
2022,1,2,4,20.6,42,32,46,5,19.9,6,95.52,83.83,0.2,1011,3.8,140,6.1,79.19690132,Bahrain
2022,1,2,5,20.8,139,252,215,0,19.8,215,93.92,72.65,0.2,1011,3.7,145,6.1,93.58526124,Bahrain
2022,1,2,6,21,191,417,382,8,19.4,382,90.66,62.74,0.2,1011,3.6,153,6,108.4470971,Bahrain
2022,1,2,7,21.5,230,487,510,7,18.8,436,84.55,54.89,0.2,1010,3.5,165,6.1,123.9350559,Bahrain
2022,1,2,8,22,276,466,575,7,18.2,575,79.15,50.09,0.2,1008,3.6,181,5.8,140.1375316,Bahrain
2022,1,2,9,22,236,559,601,8,18,601,78.21,49.25,0.2,1008,3.9,203,5.2,157.0179351,Bahrain
2022,1,2,10,21.9,214,562,556,1,18,556,78.65,52.57,0.2,1007,3.7,197,3.4,174.3728941,Bahrain
2022,1,2,11,22.1,199,476,442,5,18,59,77.58,59.35,0.2,1006,3.5,189,2.7,191.8544532,Bahrain
2022,1,2,12,22.3,169,291,275,3,18.1,26,76.94,68.55,0.2,1007,3.4,199,2,209.0721699,Bahrain
2022,1,2,13,22.2,84,67,97,3,17.9,15,76.51,79.32,0.2,1007,3.4,206,1.2,225.7222124,Bahrain
2022,1,2,14,22.2,0,0,0,7,17.4,0,74.4,-9999,0.2,1007,3.3,226,0.9,241.6630558,Bahrain
2022,1,2,15,21.9,0,0,0,7,17.5,0,76.15,-9999,0.2,1008,3.3,254,0.9,256.9099728,Bahrain
2022,1,2,16,21.5,0,0,0,4,17.9,0,79.9,-9999,0.2,1008,3.4,275,1.2,271.5814773,Bahrain
2022,1,2,17,21.2,0,0,0,0,18.1,0,82.43,-9999,0.2,1008,3.5,285,2,285.8403291,Bahrain
2022,1,2,18,21,0,0,0,3,18.1,0,83.52,-9999,0.2,1009,3.4,291,3.3,299.8494873,Bahrain
2022,1,2,19,20.6,0,0,0,0,18.1,0,85.8,-9999,0.2,1009,3,296,3.2,313.7447978,Bahrain
2022,1,2,20,20.2,0,0,0,0,18,0,87.13,-9999,0.2,1009,2.5,299,3.4,327.6203462,Bahrain
2022,1,2,21,19.6,0,0,0,0,17.8,0,89.15,-9999,0.2,1009,2.2,301,4.4,341.5236677,Bahrain
2022,1,2,22,19,0,0,0,0,17.6,0,91.45,-9999,0.2,1010,2,304,5,355.4603173,Bahrain
2022,1,2,23,18.4,0,0,0,0,17.3,0,93.45,-9999,0.2,1010,1.9,306,5.4,9.407627738,Bahrain
2022,1,3,0,18.1,0,0,0,0,17,0,93.56,-9999,0.2,1010,1.8,309,5.8,23.33541596,Bahrain
2022,1,3,1,17.9,0,0,0,0,16.8,0,93.42,-9999,0.2,1011,1.8,310,6,37.22865729,Bahrain
2022,1,3,2,17.7,0,0,0,0,16.5,0,92.89,-9999,0.2,1012,1.8,311,6.2,51.10623123,Bahrain
2022,1,3,3,17.4,0,0,0,0,16.2,0,92.92,-9999,0.2,1013,1.7,310,6.5,65.03160525,Bahrain
2022,1,3,4,17.4,48,49,53,0,15.9,53,90.95,83.87,0.2,1014,1.7,309,6.9,79.11411867,Bahrain
2022,1,3,5,17.7,148,273,229,0,15.5,229,87.07,72.68,0.2,1014,1.7,311,6.9,93.50087374,Bahrain
2022,1,3,6,18.2,186,498,414,0,15.2,414,82.57,62.74,0.2,1015,1.6,313,6.7,108.3580697,Bahrain
2022,1,3,7,18.7,214,583,549,0,14.8,549,78.03,54.86,0.2,1014,1.6,315,6.5,123.8382065,Bahrain
2022,1,3,8,19.1,229,624,630,0,14.4,630,74.1,50.02,0.2,1013,1.6,316,6.5,140.0300317,Bahrain
2022,1,3,9,19.3,209,681,655,0,14.1,655,71.69,49.15,0.2,1012,1.5,317,6.4,156.8981028,Bahrain
2022,1,3,10,19.5,204,647,599,0,13.8,599,69.79,52.44,0.2,1012,1.5,319,6.3,174.2409966,Bahrain
2022,1,3,11,19.5,186,575,481,0,13.6,481,68.74,59.21,0.2,1012,1.5,320,6.1,191.71292,Bahrain
2022,1,3,12,19.4,152,439,314,0,13.4,314,68.34,68.41,0.2,1013,1.5,317,5.9,208.9248368,Bahrain
2022,1,3,13,19,89,196,126,0,13.3,126,69.47,79.17,0.2,1014,1.5,311,5.6,225.5730192,Bahrain
2022,1,3,14,18.5,0,0,0,0,13.2,0,71.19,-9999,0.2,1015,1.6,306,5.6,241.515046,Bahrain
2022,1,3,15,18.2,0,0,0,0,13,0,71.62,-9999,0.2,1016,1.6,302,5.7,256.7650073,Bahrain
2022,1,3,16,17.9,0,0,0,0,12.7,0,71.7,-9999,0.2,1016,1.5,299,5.8,271.4404732,Bahrain
2022,1,3,17,17.7,0,0,0,0,12.5,0,71.44,-9999,0.2,1017,1.5,299,5.8,285.7036725,Bahrain
2022,1,3,18,17.4,0,0,0,0,12.3,0,71.96,-9999,0.2,1017,1.5,300,6,299.7173982,Bahrain
2022,1,3,19,17.2,0,0,0,0,12.2,0,72.63,-9999,0.2,1017,1.4,301,6.2,313.6175679,Bahrain
2022,1,3,20,16.9,0,0,0,0,12.2,0,73.92,-9999,0.2,1016,1.5,301,6.4,327.4984378,Bahrain
2022,1,3,21,16.6,0,0,0,0,12.2,0,75.19,-9999,0.2,1016,1.5,303,6.5,341.4076818,Bahrain
2022,1,3,22,16.4,0,0,0,0,12.1,0,75.93,-9999,0.2,1016,1.5,305,6.6,355.3508534,Bahrain
2022,1,3,23,16.3,0,0,0,0,12.1,0,76.29,-9999,0.2,1016,1.5,306,6.6,9.305084076,Bahrain
2022,1,4,0,16.1,0,0,0,0,12.1,0,77.35,-9999,0.2,1016,1.5,308,6.6,23.23979203,Bahrain
2022,1,4,1,16.1,0,0,0,0,12.2,0,77.55,-9999,0.2,1017,1.5,310,6.6,37.13941789,Bahrain
2022,1,4,2,16,0,0,0,1,12.2,0,78.2,-9999,0.2,1017,1.5,310,6.5,51.0222525,Bahrain
2022,1,4,3,15.9,0,0,0,1,12.3,0,79.32,-9999,0.2,1018,1.5,309,6.4,64.95118385,Bahrain
2022,1,4,4,16.4,48,83,57,0,12.4,57,77.4,83.9,0.2,1019,1.5,307,6.7,79.03500817,Bahrain
2022,1,4,5,16.9,125,383,239,0,12.4,239,74.89,72.69,0.2,1020,1.5,306,6.8,93.42033118,Bahrain
2022,1,4,6,17.6,137,650,435,0,12.2,435,70.79,62.74,0.2,1020,1.4,308,6.8,108.2729438,Bahrain
2022,1,4,7,18.4,161,718,575,0,11.9,575,65.89,54.82,0.2,1020,1.4,308,6.8,123.745163,Bahrain
2022,1,4,8,18.9,182,733,654,0,11.7,654,62.82,49.94,0.2,1019,1.4,308,6.9,139.9260491,Bahrain
2022,1,4,9,19.2,191,723,665,0,11.5,665,60.82,49.04,0.2,1018,1.4,310,7.1,156.7812807,Bahrain
2022,1,4,10,19.3,198,666,605,0,11.4,605,60.42,52.31,0.2,1017,1.4,314,7.3,174.1114061,Bahrain
2022,1,4,11,19.1,188,576,484,0,11.6,484,61.76,59.06,0.2,1017,1.4,317,7.5,191.572882,Bahrain
2022,1,4,12,18.7,129,540,329,0,11.7,329,63.91,68.26,0.2,1018,1.4,319,7.6,208.7782087,Bahrain
2022,1,4,13,18.2,82,281,135,0,11.8,135,66.34,79.03,0.2,1018,1.4,321,7.4,225.4238784,Bahrain
2022,1,4,14,17.6,0,0,0,0,11.9,0,69.14,-9999,0.2,1019,1.3,322,7.3,241.3666349,Bahrain
2022,1,4,15,17.2,0,0,0,0,11.8,0,70.33,-9999,0.2,1020,1.2,321,7.2,256.6193926,Bahrain
2022,1,4,16,16.9,0,0,0,0,11.4,0,70.02,-9999,0.2,1021,1.2,319,7.1,271.2987551,Bahrain
2022,1,4,17,16.5,0,0,0,0,10.9,0,69.56,-9999,0.2,1021,1.1,317,6.9,285.5663902,Bahrain
2022,1,4,18,16.2,0,0,0,0,10.5,0,68.89,-9999,0.2,1021,1,314,6.7,299.5848981,Bahrain
2022,1,4,19,15.9,0,0,0,0,10.2,0,68.91,-9999,0.2,1020,1,312,6.7,313.4902463,Bahrain
2022,1,4,20,15.6,0,0,0,0,10.1,0,69.86,-9999,0.2,1020,1,310,6.8,327.3768419,Bahrain
2022,1,4,21,15.3,0,0,0,0,9.9,0,70.31,-9999,0.2,1019,0.9,309,6.9,341.2924761,Bahrain
2022,1,4,22,14.9,0,0,0,0,9.5,0,70.25,-9999,0.2,1019,0.9,309,6.9,355.2426768,Bahrain
2022,1,4,23,14.6,0,0,0,0,9.1,0,69.44,-9999,0.2,1019,0.8,307,6.9,9.204345935,Bahrain
2022,1,5,0,14.3,0,0,0,0,8.6,0,68.53,-9999,0.2,1019,0.8,307,6.9,23.14647582,Bahrain
2022,1,5,1,14,0,0,0,0,8.3,0,68.42,-9999,0.2,1019,0.8,308,6.8,37.05294934,Bahrain
2022,1,5,2,13.7,0,0,0,0,8.2,0,69.45,-9999,0.2,1020,0.8,307,6.8,50.94145215,Bahrain
2022,1,5,3,13.6,0,0,0,0,8.3,0,70.17,-9999,0.2,1020,0.9,305,6.7,64.87428173,Bahrain
2022,1,5,4,14,47,138,61,0,8.3,61,68.72,83.93,0.2,1021,0.9,301,7,78.95968181,Bahrain
2022,1,5,5,14.5,110,472,250,0,8.2,250,65.91,72.71,0.2,1021,0.9,300,7.2,93.34374801,Bahrain
2022,1,5,6,15.2,140,652,439,0,8,439,62.08,62.72,0.2,1022,0.9,302,7.3,108.1918397,Bahrain
2022,1,5,7,15.8,162,727,582,0,7.8,582,59.15,54.77,0.2,1021,0.9,303,7.3,123.6560558,Bahrain
2022,1,5,8,16.3,175,761,665,0,7.7,665,56.66,49.86,0.2,1020,0.9,303,7.2,139.8257284,Bahrain
2022,1,5,9,16.7,161,802,688,0,7.4,688,54.19,48.92,0.2,1019,0.9,304,7.1,156.6676306,Bahrain
2022,1,5,10,17.1,157,780,635,0,7.1,635,51.82,52.17,0.2,1019,0.8,307,7,173.9843007,Bahrain
2022,1,5,11,17.3,146,712,514,0,6.9,514,50.54,58.91,0.2,1018,0.8,310,7.2,191.4345291,Bahrain
2022,1,5,12,17.3,122,585,340,0,6.9,340,50.38,68.11,0.2,1018,0.8,311,7.3,208.6324797,Bahrain
2022,1,5,13,16.9,77,341,143,0,7,143,52.09,78.88,0.2,1019,0.8,312,7.2,225.2749809,Bahrain
2022,1,5,14,16.4,0,0,0,0,7.2,0,54.52,-9999,0.2,1020,0.8,313,7.3,241.2180054,Bahrain
2022,1,5,15,16.3,0,0,0,0,7.5,0,56.05,-9999,0.2,1020,0.8,314,7.4,256.4733014,Bahrain
2022,1,5,16,16.2,0,0,0,0,8.1,0,58.61,-9999,0.2,1020,0.9,315,7.2,271.1564857,Bahrain
2022,1,5,17,16.1,0,0,0,1,8.7,0,61.69,-9999,0.2,1020,0.9,315,7.1,285.4286359,Bahrain
2022,1,5,18,16.1,0,0,0,0,9.4,0,64.49,-9999,0.2,1020,1,315,7.2,299.4521328,Bahrain
2022,1,5,19,16.1,0,0,0,0,9.9,0,66.86,-9999,0.2,1020,1.1,313,7.3,313.362972,Bahrain
2022,1,5,20,16,0,0,0,1,10.3,0,68.9,-9999,0.2,1020,1.1,312,7.5,327.2556917,Bahrain
2022,1,5,21,15.9,0,0,0,0,10.6,0,70.79,-9999,0.2,1019,1.1,311,7.7,341.1781791,Bahrain
2022,1,5,22,15.8,0,0,0,1,10.9,0,72.64,-9999,0.2,1019,1.1,312,7.8,355.1359111,Bahrain
2022,1,5,23,15.6,0,0,0,1,11.1,0,74.46,-9999,0.2,1019,1.1,313,8,9.105532549,Bahrain
2022,1,6,0,15.5,0,0,0,1,11.2,0,75.65,-9999,0.2,1019,1.2,315,8.1,23.0555823,Bahrain
2022,1,6,1,15.4,0,0,0,0,11.4,0,76.85,-9999,0.2,1019,1.2,316,8.1,36.9693626,Bahrain
2022,1,6,2,15.3,0,0,0,0,11.5,0,78.3,-9999,0.2,1020,1.3,316,8,50.86393769,Bahrain
2022,1,6,3,15.2,0,0,0,0,11.7,0,79.72,-9999,0.2,1020,1.3,314,8,64.801004,Bahrain
2022,1,6,4,15.5,48,72,55,0,11.8,55,78.78,83.96,0.2,1021,1.3,312,8.3,78.888244,Bahrain
2022,1,6,5,16.1,130,362,238,0,11.8,238,75.8,72.71,0.2,1022,1.3,314,8.4,93.27123041,Bahrain
2022,1,6,6,17.1,141,640,434,0,11.8,434,70.96,62.7,0.2,1022,1.3,321,8.7,108.1148688,Bahrain
2022,1,6,7,17.9,161,722,578,0,11.7,578,66.86,54.72,0.2,1021,1.3,326,8.5,123.5710057,Bahrain
2022,1,6,8,18.3,169,765,663,0,11.5,663,64.53,49.77,0.2,1020,1.3,329,8.3,139.7292042,Bahrain
2022,1,6,9,18.6,146,826,690,1,11.4,690,62.71,48.79,0.2,1019,1.3,331,8,156.5573037,Bahrain
2022,1,6,10,18.7,141,805,636,1,11.3,636,61.99,52.02,0.2,1019,1.3,333,7.7,173.8598485,Bahrain
2022,1,6,11,18.6,131,743,516,1,11.2,516,62.3,58.76,0.2,1019,1.3,332,7.4,191.2980419,Bahrain
2022,1,6,12,18.4,112,620,344,1,11.2,344,63.04,67.96,0.2,1019,1.3,330,7.2,208.4878358,Bahrain
2022,1,6,13,17.9,74,371,147,0,11.3,147,65.15,78.73,0.2,1019,1.3,328,6.8,225.1265107,Bahrain
2022,1,6,14,17.3,0,0,0,0,11.3,0,68.02,-9999,0.2,1020,1.3,325,6.5,241.0693342,Bahrain
2022,1,6,15,17,0,0,0,0,11.4,0,69.64,-9999,0.2,1020,1.2,323,6.4,256.3269012,Bahrain
2022,1,6,16,16.6,0,0,0,0,11.5,0,71.74,-9999,0.2,1021,1.2,323,6.1,271.0138227,Bahrain
2022,1,6,17,16.4,0,0,0,0,11.5,0,72.85,-9999,0.2,1021,1.2,323,5.9,285.290558,Bahrain
2022,1,6,18,16.2,0,0,0,0,11.6,0,74.07,-9999,0.2,1020,1.2,325,5.7,299.3192426,Bahrain
2022,1,6,19,16.1,0,0,0,1,11.7,0,75.04,-9999,0.2,1020,1.2,326,5.6,313.2358785,Bahrain
2022,1,6,20,16,0,0,0,1,11.8,0,75.98,-9999,0.2,1020,1.2,323,5.5,327.1351148,Bahrain
2022,1,6,21,15.9,0,0,0,1,11.8,0,76.38,-9999,0.2,1020,1.3,321,5.5,341.0649129,Bahrain
2022,1,6,22,15.8,0,0,0,1,11.7,0,76.44,-9999,0.2,1020,1.3,320,5.5,355.0306736,Bahrain
2022,1,6,23,15.7,0,0,0,0,11.6,0,76.81,-9999,0.2,1020,1.3,320,5.5,9.008756369,Bahrain
2022,1,7,0,15.5,0,0,0,1,11.7,0,77.98,-9999,0.2,1020,1.3,320,5.4,22.96721931,Bahrain
2022,1,7,1,15.4,0,0,0,0,11.7,0,78.75,-9999,0.2,1020,1.3,319,5.2,36.88876112,Bahrain
2022,1,7,2,15.3,0,0,0,0,11.8,0,79.44,-9999,0.2,1021,1.4,318,5,50.78980865,Bahrain
2022,1,7,3,15.3,0,0,0,0,11.8,0,79.53,-9999,0.2,1021,1.4,317,4.7,64.73144727,Bahrain
2022,1,7,4,15.9,46,122,59,0,11.8,59,76.83,83.98,0.2,1022,1.4,313,4.7,78.82079001,Bahrain
2022,1,7,5,16.5,114,433,242,0,11.8,242,73.92,72.71,0.2,1022,1.5,311,4.5,93.20287481,Bahrain
2022,1,7,6,17.4,151,596,425,0,11.9,425,70.04,62.68,0.2,1023,1.5,311,4.2,108.042132,Bahrain
2022,1,7,7,18.4,172,685,568,0,11.9,568,65.72,54.66,0.2,1022,1.5,315,3.6,123.4901223,Bahrain
2022,1,7,8,19.1,178,736,654,0,12,654,63.34,49.67,0.2,1021,1.5,317,2.9,139.6365992,Bahrain
2022,1,7,9,19.4,189,723,667,1,12,667,62.45,48.66,0.2,1020,1.5,319,2.5,156.4504398,Bahrain
2022,1,7,10,19.5,181,702,615,1,12.1,615,62.35,51.87,0.2,1019,1.5,325,2.5,173.7382064,Bahrain
2022,1,7,11,19.5,164,642,498,1,12.2,498,62.57,58.6,0.2,1019,1.5,330,2.6,191.1635905,Bahrain
2022,1,7,12,19.3,134,518,329,1,12.2,329,63.34,67.8,0.2,1019,1.5,329,2.7,208.3444534,Bahrain
2022,1,7,13,18.7,83,281,139,1,12.2,139,65.97,78.58,0.2,1020,1.5,329,2.6,224.9786436,Bahrain
2022,1,7,14,18.1,0,0,0,1,12.2,0,68.65,-9999,0.2,1020,1.6,331,2.8,240.9207911,Bahrain
2022,1,7,15,17.9,0,0,0,1,12.4,0,70.05,-9999,0.2,1021,1.6,327,2.9,256.1803528,Bahrain
2022,1,7,16,17.6,0,0,0,0,12.4,0,71.67,-9999,0.2,1021,1.6,321,3.1,270.8709173,Bahrain
2022,1,7,17,17.4,0,0,0,1,12.4,0,72.39,-9999,0.2,1021,1.6,321,3,285.1522989,Bahrain
2022,1,7,18,17.1,0,0,0,1,12.3,0,73.52,-9999,0.2,1021,1.6,324,2.9,299.186362,Bahrain
2022,1,7,19,16.9,0,0,0,0,12.3,0,74.41,-9999,0.2,1020,1.6,322,2.8,313.1090931,Bahrain
2022,1,7,20,16.7,0,0,0,0,12.3,0,75.42,-9999,0.2,1020,1.6,317,2.9,327.0152322,Bahrain
2022,1,7,21,16.4,0,0,0,0,12.3,0,76.73,-9999,0.2,1020,1.6,313,3,340.9527929,Bahrain
2022,1,7,22,16.2,0,0,0,0,12.2,0,77.29,-9999,0.2,1020,1.5,311,3.2,354.9270743,Bahrain
2022,1,7,23,16,0,0,0,0,12.1,0,77.73,-9999,0.2,1020,1.5,312,3.2,8.91412239,Bahrain
2022,1,8,0,15.8,0,0,0,0,12,0,78.12,-9999,0.2,1020,1.5,313,3.3,22.88148684,Bahrain
2022,1,8,1,15.6,0,0,0,0,11.9,0,78.43,-9999,0.2,1020,1.4,312,3.3,36.81124007,Bahrain
2022,1,8,2,15.4,0,0,0,0,11.7,0,78.65,-9999,0.2,1021,1.4,307,3.4,50.71915586,Bahrain
2022,1,8,3,15.2,0,0,0,1,11.5,0,78.61,-9999,0.2,1021,1.4,300,3.5,64.66569892,Bahrain
2022,1,8,4,15.8,44,154,60,0,11.3,60,74.56,84,0.2,1022,1.4,294,3.8,78.75740538,Bahrain
2022,1,8,5,16.3,105,481,248,0,10.9,248,70.56,72.71,0.2,1023,1.3,288,4,93.1387672,Bahrain
2022,1,8,6,17.1,143,626,431,0,10.3,431,64.41,62.64,0.2,1023,1.3,286,3.7,107.9737191,Bahrain
2022,1,8,7,18,164,711,575,0,9.7,575,58.26,54.59,0.2,1022,1.3,283,3.1,123.4135035,Bahrain
2022,1,8,8,18.6,178,746,661,0,9.3,661,54.78,49.56,0.2,1021,1.3,280,3.3,139.5480242,Bahrain
2022,1,8,9,19,171,776,685,1,8.7,685,51.19,48.52,0.2,1020,1.2,285,3.3,156.3471659,Bahrain
2022,1,8,10,19.2,163,759,633,1,8.1,633,48.57,51.71,0.2,1020,1.2,295,3.2,173.619519,Bahrain
2022,1,8,11,19.2,146,712,518,1,7.8,518,47.62,58.43,0.2,1019,1.1,311,3,191.0313343,Bahrain
2022,1,8,12,19.1,118,607,349,8,7.9,308,48.28,67.64,0.2,1019,1.1,328,3,208.2024997,Bahrain
2022,1,8,13,18.5,76,384,153,8,8.6,141,52.61,78.42,0.2,1020,1.1,337,2.7,224.8315471,Bahrain
2022,1,8,14,18,0,0,0,0,9,0,55.49,-9999,0.2,1020,1.1,340,2.6,240.7725384,Bahrain
2022,1,8,15,17.9,0,0,0,0,9.4,0,57.41,-9999,0.2,1020,1.1,337,2.4,256.0338105,Bahrain
2022,1,8,16,17.7,0,0,0,0,9.8,0,59.93,-9999,0.2,1021,1.2,325,2.3,270.7279149,Bahrain
2022,1,8,17,17.4,0,0,0,1,10.2,0,62.81,-9999,0.2,1021,1.2,316,2.4,285.0139951,Bahrain
2022,1,8,18,17.2,0,0,0,1,10.5,0,64.86,-9999,0.2,1021,1.2,315,2.4,299.0536193,Bahrain
2022,1,8,19,16.9,0,0,0,1,10.8,0,67.2,-9999,0.2,1021,1.2,315,2.6,312.9827369,Bahrain
2022,1,8,20,16.7,0,0,0,1,10.9,0,68.76,-9999,0.2,1020,1.2,318,2.7,326.8961584,Bahrain
2022,1,8,21,16.4,0,0,0,1,11,0,70.49,-9999,0.2,1020,1.1,321,2.8,340.8419276,Bahrain
2022,1,8,22,16.2,0,0,0,1,11.1,0,71.87,-9999,0.2,1019,1.2,321,3,354.8252162,Bahrain
2022,1,8,23,16.1,0,0,0,1,11.2,0,72.68,-9999,0.2,1019,1.2,318,3.1,8.821728066,Bahrain
2022,1,9,0,16,0,0,0,1,11.3,0,73.59,-9999,0.2,1019,1.2,313,3.2,22.79847698,Bahrain
2022,1,9,1,15.8,0,0,0,1,11.4,0,75.17,-9999,0.2,1019,1.3,306,3.4,36.73688635,Bahrain
2022,1,9,2,15.5,0,0,0,5,11.5,0,77.11,-9999,0.2,1020,1.3,299,3.6,50.65206143,Bahrain
2022,1,9,3,15.4,0,0,0,1,11.5,0,77.71,-9999,0.2,1021,1.3,296,3.7,64.60383716,Bahrain
2022,1,9,4,16.1,41,257,68,0,11.5,68,74.37,84.01,0.2,1021,1.3,297,4.3,78.69816588,Bahrain
2022,1,9,5,16.7,89,583,263,3,11.4,215,71.01,72.7,0.2,1022,1.2,295,4.6,93.07898328,Bahrain
2022,1,9,6,17.6,117,726,451,0,11.1,451,65.63,62.6,0.2,1022,1.2,297,4.4,107.9097089,Bahrain
2022,1,9,7,18.3,135,800,599,0,10.7,599,61.14,54.52,0.2,1021,1.1,302,4.3,123.3412355,Bahrain
2022,1,9,8,18.8,146,830,685,0,10.3,685,57.61,49.45,0.2,1020,1.1,304,4,139.4635776,Bahrain
2022,1,9,9,19.2,127,879,710,1,10,710,55.23,48.37,0.2,1019,1.1,307,3.8,156.2475972,Bahrain
2022,1,9,10,19.5,128,847,655,0,9.8,655,53.58,51.54,0.2,1019,1.1,309,3.5,173.5039194,Bahrain
2022,1,9,11,19.6,122,781,533,0,9.9,533,53.61,58.26,0.2,1019,1.1,315,3.2,190.9014214,Bahrain
2022,1,9,12,19.5,108,661,361,0,10.2,361,54.79,67.47,0.2,1019,1,322,2.9,208.0621319,Bahrain
2022,1,9,13,18.8,74,417,159,0,10.5,159,58.4,78.27,0.2,1019,1,334,2.3,224.6853801,Bahrain
2022,1,9,14,18.3,0,0,0,0,10.5,0,60.2,-9999,0.2,1019,1,346,2.2,240.6247311,Bahrain
2022,1,9,15,18.1,0,0,0,0,10.7,0,62.11,-9999,0.2,1019,1,351,2.2,255.8874218,Bahrain
2022,1,9,16,18,0,0,0,0,10.9,0,63.29,-9999,0.2,1020,1,349,2,270.5849543,Bahrain
2022,1,9,17,17.8,0,0,0,0,11,0,64.34,-9999,0.2,1020,1,346,1.6,284.8757768,Bahrain
2022,1,9,18,17.7,0,0,0,0,11.1,0,65.2,-9999,0.2,1020,1,332,1.3,298.9211368,Bahrain
2022,1,9,19,17.4,0,0,0,1,11.1,0,66.52,-9999,0.2,1020,1,307,1.3,312.8569248,Bahrain
2022,1,9,20,17.2,0,0,0,1,10.7,0,65.68,-9999,0.2,1019,1,287,1.4,326.7780016,Bahrain
2022,1,9,21,17,0,0,0,1,10.5,0,65.4,-9999,0.2,1019,1,275,1.5,340.732419,Bahrain
2022,1,9,22,16.8,0,0,0,1,10.4,0,65.8,-9999,0.2,1019,1,272,1.5,354.7251952,Bahrain
2022,1,9,23,16.7,0,0,0,1,10.1,0,65.06,-9999,0.2,1018,1,279,1.2,8.73166363,Bahrain
2022,1,10,0,16.5,0,0,0,3,9.9,0,65.09,-9999,0.2,1018,1,283,1,22.71827428,Bahrain
2022,1,10,1,16.3,0,0,0,1,10,0,66.11,-9999,0.2,1018,1,273,1.2,36.66577895,Bahrain
2022,1,10,2,16.1,0,0,0,1,10.1,0,67.66,-9999,0.2,1019,1.1,267,1.5,50.5885992,Bahrain
